t,u,y
24.42000000,1.08388567,572.14288330
24.44000000,1.08388567,565.71429443
24.46000000,1.08388567,572.14288330
24.48000000,1.74644184,565.71429443
24.50000000,1.74644184,565.71429443
24.52000000,1.74644184,585.00006104
24.54000000,1.74644184,597.85717773
24.56000000,1.08388567,610.71435547
24.58000000,1.08388567,604.28576660
24.60000000,1.08388567,604.28576660
24.62000000,1.08388567,597.85717773
24.64000000,1.74644184,591.42864990
24.66000000,1.74644184,591.42864990
24.68000000,1.74644184,604.28576660
24.70000000,1.74644184,610.71435547
24.72000000,1.74644184,617.14288330
24.74000000,1.74644184,623.57147217
24.76000000,1.74644184,630.00006104
24.78000000,1.74644184,636.42858887
24.80000000,1.08388567,636.42858887
24.82000000,1.08388567,636.42858887
24.84000000,1.08388567,623.57147217
24.86000000,1.08388567,617.14288330
24.88000000,1.74644184,610.71435547
24.90000000,1.74644184,610.71435547
24.92000000,1.74644184,610.71435547
24.94000000,1.74644184,630.00006104
24.96000000,1.08388567,623.57147217
24.98000000,1.08388567,630.00006104
25.00000000,1.08388567,617.14288330
25.02000000,1.08388567,610.71435547
25.04000000,1.08388567,604.28576660
25.06000000,1.08388567,591.42864990
25.08000000,1.08388567,591.42864990
25.10000000,1.08388567,585.00006104
25.12000000,1.74644184,585.00006104
25.14000000,1.74644184,585.00006104
25.16000000,1.74644184,597.85717773
25.18000000,1.74644184,604.28576660
25.20000000,1.08388567,617.14288330
25.22000000,1.08388567,617.14288330
25.24000000,1.08388567,610.71435547
25.26000000,1.08388567,604.28576660
25.28000000,1.74644184,597.85717773
25.30000000,1.74644184,597.85717773
25.32000000,1.74644184,604.28576660
25.34000000,1.74644184,617.14288330
25.36000000,1.74644184,623.57147217
25.38000000,1.74644184,630.00006104
25.40000000,1.74644184,630.00006104
25.42000000,1.74644184,636.42858887
25.44000000,1.74644184,642.85717773
25.46000000,1.74644184,642.85717773
25.48000000,1.74644184,642.85717773
25.50000000,1.74644184,649.28576660
25.52000000,1.08388567,642.85717773
25.54000000,1.08388567,642.85717773
25.56000000,1.08388567,636.42858887
25.58000000,1.08388567,617.14288330
25.60000000,1.74644184,617.14288330
25.62000000,1.74644184,610.71435547
25.64000000,1.74644184,617.14288330
25.66000000,1.74644184,623.57147217
25.68000000,1.08388567,630.00006104
25.70000000,1.08388567,630.00006104
